순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분,연도,전국 매출액(만 단위)
122,맘마미아!,필리다 로이드,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2008-09-03,개봉영화,장편,미국,457,29570784560,4554785,11275657333,1646593,멜로/로맨스,12,일반영화,2008,29570784
123,연가시,박정우,(주)오죤필름,,(주)씨제이이엔엠,2012-07-05,개봉영화,장편,한국,759,32154766664,4513026,7819583000,1040068,공포(호러),15,일반영화,2012,32154766
124,아이언맨 2,존 파브로,"파라마운트 픽쳐스,마블 엔터프라이즈",CJ ENM,CJ ENM,2010-04-29,개봉영화,장편,미국,757,33161943100,4498335,10697867500,1370291,SF,12,일반영화,2010,33161943
125,강철비,양우석,"(주)와이웍스엔터테인먼트,(주)모팩",,(주)넥스트엔터테인먼트월드(NEW),2017-12-14,개봉영화,장편,한국,1426,35477912466,4451336,8694723516,1060541,액션,15,일반영화,2017,35477912
126,해리포터와 죽음의 성물2,데이빗 예이츠,,워너브러더스 코리아(주),워너브러더스 코리아(주),2011-07-13,개봉영화,장편,미국,757,34507819000,4400298,11183806000,1361311,판타지,전체,일반영화,2011,34507819
127,다만 악에서 구하소서,홍원찬,(주)하이브미디어코프,,(주)씨제이이엔엠,2020-08-05,개봉영화,장편,한국,1998,38554527990,4352669,8906277620,984042,범죄,15,일반영화,2020,38554527
128,아이언맨,존 파브로,,CJ ENM,CJ ENM,2008-04-30,개봉영화,장편,미국,592,27802744668,4316003,9029366168,1329214,SF,12,일반영화,2008,27802744
129,엑스맨: 데이즈 오브 퓨처 패스트,브라이언 싱어,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-05-22,개봉영화,장편,미국,1056,34654558766,4313871,11315080666,1345720,액션,12,일반영화,2014,34654558
130,강철중: 공공의 적 1-1,강우석,"(주)시네마서비스글로벌,(주)시네마서비스",,"CJ ENM,(주)시네마서비스",2008-06-19,개봉영화,장편,한국,659,28465757767,4300670,9048970100,1298197,드라마,15,일반영화,2008,28465757
131,아가씨,박찬욱,"유한회사 아가씨에프에스,(주)모호필름,(주)용필름",,(주)씨제이이엔엠,2016-06-01,개봉영화,장편,한국,1171,35114332791,4277071,10881501871,1283972,스릴러,19,일반영화,2016,35114332
132,어메이징 스파이더맨 2,마크 웹,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-04-23,개봉영화,장편,미국,1312,34869056800,4168350,10562832700,1187974,액션,12,일반영화,2014,34869056
133,인디아나 존스 4 : 크리스탈 해골의 왕국,스티븐 스필버그,,CJ ENM,CJ ENM,2008-05-22,개봉영화,장편,미국,660,26693951667,4136101,8495873167,1245028,액션,12,일반영화,2008,26693951
134,용의자,원신연,"(주)그린피쉬,(주)쇼박스",,(주)쇼박스,2013-12-24,개봉영화,장편,한국,807,30037161000,4131248,7563772000,997760,액션,15,일반영화,2013,30037161
135,건축학개론,이용주,(주)명필름,,롯데쇼핑㈜롯데엔터테인먼트,2012-03-22,개봉영화,장편,한국,593,30219800500,4110645,11003948000,1431173,멜로/로맨스,12,일반영화,2012,30219800
136,미이라 3:황제의 무덤,롭 코헨,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2008-07-30,개봉영화,장편,미국,527,26222207084,4090795,6942890084,1027371,액션,12,일반영화,2008,26222207
137,7급 공무원,신태라,"(주)하리마오픽쳐스,(주)영화사수작,(주)디씨지플러스",,롯데쇼핑㈜롯데엔터테인먼트,2009-04-22,개봉영화,장편,한국,475,26701311856,4088799,8090460000,1173540,코미디,12,일반영화,2009,26701311
138,다크 나이트,크리스토퍼 놀란,,"주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)","주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)",2008-08-06,개봉영화,장편,미국,462,27059471306,4087355,10406924000,1487898,범죄,15,일반영화,2008,27059471
139,댄싱퀸,이석훈,"(주)제이케이필름,(주)씨제이이엔엠",,(주)씨제이이엔엠,2012-01-18,개봉영화,장편,한국,534,30129259500,4057546,8223006000,1055086,코미디,12,일반영화,2012,30129259
140,우리 생애 최고의 순간,임순례,(주)엠케이픽처스,,(주)싸이더스,2008-01-10,개봉영화,장편,한국,418,26151780425,4044582,8551706425,1264173,드라마,전체,일반영화,2008,26151780
141,꾼,장창원,(주)영화사두둥,,(주)쇼박스,2017-11-22,개봉영화,장편,한국,1314,31313568795,4018341,7524464445,931901,범죄,15,일반영화,2017,31313568
142,혹성탈출: 반격의 서막,맷 리브스,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-07-10,개봉영화,장편,미국,922,31509793095,4002134,9067860195,1095630,액션,12,일반영화,2014,31509793
143,타짜-신의 손,강형철,(주)싸이더스,,"롯데쇼핑㈜롯데엔터테인먼트,(주)싸이더스",2014-09-03,개봉영화,장편,한국,890,32267244827,4001813,8495857527,1016403,드라마,19,일반영화,2014,32267244
144,쿵푸팬더3,"여인영,알레산드로 칼로니",드림웍스 애니메이션,(주)씨제이이엔엠,(주)씨제이이엔엠,2016-01-28,개봉영화,장편,미국,1365,31340798156,3984812,8695148256,1045418,애니메이션,전체,일반영화,2016,31340798
145,캡틴 아메리카: 윈터 솔져,"조 루소,안소니 루소",,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-03-26,개봉영화,장편,미국,1106,31710585385,3963220,10405400885,1237982,액션,15,일반영화,2014,31710585
146,박수건달,조진규,"주식회사 제이앤피,박수건달문화산업전문(유),(주)쇼박스",,(주)쇼박스,2013-01-09,개봉영화,장편,한국,599,28343986569,3893216,6808915069,894127,코미디,15,일반영화,2013,28343986
147,베놈,루벤 플레셔,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018-10-03,개봉영화,장편,미국,1308,34100211207,3888096,9452036857,1026909,액션,15,일반영화,2018,34100211
148,조선명탐정 : 사라진 놉의 딸,김석윤,청년필름(주),,(주)쇼박스,2015-02-11,개봉영화,장편,한국,811,30456879428,3872015,6908501928,845522,사극,12,일반영화,2015,30456879
149,역린,이재규,"굿초이스컷픽쳐스(주),(주)파파스필름",,롯데쇼핑㈜롯데엔터테인먼트,2014-04-30,개봉영화,장편,한국,1054,29893297890,3849433,8426821290,1044988,사극,15,일반영화,2014,29893297
150,매드 맥스: 분노의 도로,조지 밀러,,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-05-14,개봉영화,장편,미국,799,32906364462,3842441,11443176062,1271954,액션,15,일반영화,2015,32906364
151,남한산성,황동혁,(주)싸이런픽쳐스,,(주)씨제이이엔엠,2017-10-03,개봉영화,장편,한국,1229,31067321992,3829891,7375553392,889444,사극,15,일반영화,2017,31067321
152,반도,연상호,(주)영화사레드피터,,(주)넥스트엔터테인먼트월드(NEW),2020-07-15,개봉영화,장편,한국,2575,33071341280,3812080,8005831840,895163,액션,15,일반영화,2020,33071341
153,데드풀 2,데이빗 레이치,,이십세기폭스코리아(주),이십세기폭스코리아(주),2018-05-16,개봉영화,장편,미국,1576,34185664639,3784602,10757126939,1145250,액션,19,일반영화,2018,34185664
154,쌍화점,유하,오퍼스픽쳐스(유),,(주)쇼박스,2008-12-30,개봉영화,장편,한국,499,25616489949,3779553,15503994514,2175717,드라마,19,일반영화,2008,25616489
155,암수살인,김태균,"(주)필름295,(주)블러썸픽쳐스",,(주)쇼박스,2018-10-03,개봉영화,장편,한국,1177,32855895548,3772620,7777232448,862386,범죄,15,일반영화,2018,32855895
156,국가부도의 날,최국희,영화사 집,,(주)씨제이이엔엠,2018-11-28,개봉영화,장편,한국,1180,30891765837,3754983,7993870137,937443,드라마,12,일반영화,2018,30891765
157,신기전,김유진,(주)시네마서비스글로벌,,CJ ENM,2008-09-04,개봉영화,장편,한국,585,24314570667,3726134,6189726667,891357,사극,15,일반영화,2008,24314570
158,미이라,알렉스 커츠먼,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-06-06,개봉영화,장편,미국,1257,30504689978,3689325,7851059428,909202,액션,15,일반영화,2017,30504689
159,82년생 김지영,김도영,(주)봄바람영화사,,롯데컬처웍스(주)롯데엔터테인먼트,2019-10-23,개봉영화,장편,한국,1486,30305744310,3679019,8397712370,994852,드라마,12,일반영화,2019,30305744
160,분노의 질주: 홉스&쇼,데이빗 레이치,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2019-08-14,개봉영화,장편,미국,1311,32241767793,3657536,7717831533,839251,액션,12,일반영화,2019,32241767
161,분노의 질주: 더 익스트림,F. 게리 그레이,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-04-12,개봉영화,장편,미국,1469,29981156348,3653238,7936210998,932027,액션,15,일반영화,2017,29981156
162,너의 이름은.,신카이 마코토,,(주)미디어캐슬,메가박스중앙(주)플러스엠,2017-01-04,개봉영화,장편,일본,947,29248867156,3637122,9352306256,1124392,애니메이션,12,일반영화,2017,29248867
163,모가디슈,류승완,"(주)덱스터스튜디오,(주)외유내강,(주)필름케이",,롯데컬처웍스(주)롯데엔터테인먼트,2021-07-28,개봉영화,장편,한국,1688,34558297730,3613984,8498347010,887264,액션,15,일반영화,2021,34558297
164,인턴,낸시 마이어스,,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-09-24,개봉영화,장편,미국,496,28518443148,3610642,10024307548,1228273,코미디,12,일반영화,2015,28518443
165,라라랜드,데이미언 셔젤,,판씨네마(주),판씨네마(주),2016-12-07,개봉영화,장편,미국,727,30006844694,3597193,13131083194,1536629,드라마,12,일반영화,2016,30006844
166,귀향,조정래,주식회사 제이오엔터테인먼트코리아,,(주)와우픽쳐스,2016-02-24,개봉영화,장편,한국,876,27245051990,3586523,6310471892,801788,드라마,15,일반영화,2016,27245051
167,리얼 스틸,숀 레비,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-10-12,개봉영화,장편,미국,603,26566677000,3579666,8578776500,1090591,액션,12,일반영화,2011,26566677
168,신의 한 수,조범구,"(주)메이스엔터테인먼트,(주)아지트필름",,(주)쇼박스,2014-07-03,개봉영화,장편,한국,794,28777712256,3562123,8104315156,965372,범죄,19,일반영화,2014,28777712
169,코코,리 언크리치,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2018-01-11,개봉영화,장편,미국,1177,27685479440,3510017,8547812240,1024250,애니메이션,전체,일반영화,2018,27685479
170,부러진 화살,정지영,(주)아우라픽처스,,(주)넥스트엔터테인먼트월드(NEW),2012-01-18,개봉영화,장편,한국,453,25878110500,3450941,7619815000,972059,드라마,15,일반영화,2012,25878110
171,끝까지 간다,김성훈,"(주)에이디사공육,(주)다세포클럽",,(주)쇼박스,2014-05-29,개봉영화,장편,한국,645,27006007900,3450143,7567987400,927324,액션,15,일반영화,2014,27006007
172,비긴 어게인,존 카니,,판씨네마(주),판씨네마(주),2014-08-13,개봉영화,장편,미국,213,27096673061,3427464,10856208161,1324469,멜로/로맨스,15,독립/예술영화,2014,27096673
173,스파이,이승준,"(주)제이케이필름,(주)씨제이이엔엠",,(주)씨제이이엔엠,2013-09-05,개봉영화,장편,한국,785,24436429305,3423920,5483475805,733029,액션,15,일반영화,2013,24436429
174,그것만이 내 세상,최성현,"(주)제이케이필름,(주)씨제이이엔엠",,(주)씨제이이엔엠,2018-01-17,개봉영화,장편,한국,862,27441213382,3417629,6258257482,759455,코미디,12,일반영화,2018,27441213
175,이끼,강우석,"(주)시네마서비스,㈜렛츠필름,(주)시네마서비스글로벌",,CJ ENM,2010-07-14,개봉영화,장편,한국,736,25856306126,3408144,8251736000,1044532,드라마,19,일반영화,2010,25856306
176,토이 스토리 4,조시 쿨리,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2019-06-20,개봉영화,장편,미국,1336,28757726040,3399913,9071405870,1009214,애니메이션,전체,일반영화,2019,28757726
177,돈,박누리,"(주)사나이픽처스,(주)영화사 월광",,(주)쇼박스,2019-03-20,개봉영화,장편,한국,1431,28869614062,3389035,7287586982,833513,범죄,15,일반영화,2019,28869614
178,포화속으로,이재한,"(주)태원엔터테인먼트,(주)유비유필름,(주)에이치 플러스",,롯데쇼핑㈜롯데엔터테인먼트,2010-06-16,개봉영화,장편,한국,736,24217600897,3385706,6203066000,822965,드라마,12,일반영화,2010,24217600
179,맨 인 블랙 3,배리 소넨필드,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-05-24,개봉영화,장편,미국,770,27301520070,3379762,9258393070,1068672,액션,12,일반영화,2012,27301520
180,어바웃 타임,리차드 커티스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2013-12-05,개봉영화,장편,영국,568,24867023000,3375735,10488833000,1368822,멜로/로맨스,15,일반영화,2013,24867023
181,악인전,이원태,(주)비에이엔터테인먼트,,"(주)에이스메이커무비웍스,(주)키위미디어그룹",2019-05-15,개봉영화,장편,한국,1307,29128292150,3364079,6407047240,722563,범죄,19,일반영화,2019,29128292
182,슈퍼배드 3,"피에르 꼬팽,카일 발다",,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-07-26,개봉영화,장편,미국,1057,24216987019,3324861,5558252919,723552,애니메이션,전체,일반영화,2017,24216987
183,데드풀,팀 밀러,,이십세기폭스코리아(주),"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)",2016-02-17,개봉영화,장편,미국,1036,27595618651,3317196,9150924002,1062535,액션,19,일반영화,2016,27595618
184,시동,최정열,(주)외유내강,,(주)넥스트엔터테인먼트월드(NEW),2019-12-18,개봉영화,장편,한국,1515,28098934360,3317038,6069057020,694921,드라마,15,일반영화,2019,28098934
185,아이 캔 스피크,김현석,"주식회사 영화사 시선,(주)명필름",,"롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스",2017-09-21,개봉영화,장편,한국,1140,25532214986,3280243,6409220686,796658,코미디,12,일반영화,2017,25532214
186,스타워즈: 깨어난 포스,J.J. 에이브럼스,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2015-12-17,개봉영화,장편,미국,940,28353796331,3273879,9631617574,1047074,액션,12,일반영화,2015,28353796
187,분노의 질주: 더 세븐,제임스 완,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-04-01,개봉영화,장편,미국,983,26449334694,3247558,7328474894,864171,액션,15,일반영화,2015,26449334
188,터미네이터 제니시스,앨런 테일러,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2015-07-02,개봉영화,장편,미국,1113,26546725129,3239371,7364611329,852065,액션,15,일반영화,2015,26546725
